cur,date,nc_long,nc_short,comm_long,comm_short,oi
AUD,2010-11-30,44794,18151,41271,82785,117302
AUD,2010-12-07,53550,10198,41937,102478,127012
AUD,2010-12-14,62670,8892,21026,93149,113584
AUD,2010-12-21,69875,9325,14331,93481,115007
AUD,2010-12-28,76857,12541,13244,98213,124005
AUD,2011-01-04,75056,12543,13543,96872,121562
AUD,2011-01-11,64837,11340,16020,90574,113920
AUD,2011-01-18,63811,10303,17432,90843,114314
AUD,2011-01-25,59185,13727,23722,85857,113570
AUD,2011-02-01,71144,11067,15318,95573,120991
AUD,2011-02-08,85741,13762,15829,106915,135334
AUD,2011-02-15,70847,5333,17094,102368,122473
AUD,2011-02-22,72726,6662,17645,101838,125341
AUD,2011-03-01,80398,8545,17715,110206,135527
AUD,2011-03-08,80756,7061,30380,125660,152865
AUD,2011-03-15,56352,8401,12897,74230,100326
AUD,2011-03-22,59626,7892,13863,79549,101180
AUD,2011-03-29,91791,6226,12988,117432,138638
AUD,2011-04-05,99390,8452,12397,122422,146108
AUD,2011-04-12,97153,6502,15943,124202,149033
AUD,2011-04-19,91589,6628,17201,119299,143732
AUD,2011-04-26,88675,7808,18141,117274,143468
AUD,2011-05-03,87326,13905,18928,109777,142328
AUD,2011-05-10,72871,12550,22128,96866,128314
AUD,2011-05-17,61179,10260,20488,88124,115090
AUD,2011-05-24,63002,9959,16551,84371,110968
AUD,2011-05-31,72030,12015,12100,90293,117502
AUD,2011-06-07,78547,13342,32724,112579,145346
AUD,2011-06-14,79616,11946,4590,88017,115119
AUD,2011-06-21,66796,12225,4847,72030,100079
AUD,2011-06-28,58957,12060,6506,62369,93784
AUD,2011-07-05,82079,18743,4216,87563,121626
AUD,2011-07-12,81258,13635,5758,91748,120703
AUD,2011-07-19,90221,12426,5153,101714,128712
AUD,2011-07-26,92174,10736,7504,109250,135764
AUD,2011-08-02,91352,15754,7737,103387,133930
AUD,2011-08-09,40840,11824,36040,71987,104527
AUD,2011-08-16,41286,11563,40131,67875,103162
AUD,2011-08-23,50917,7343,38279,82039,112068
AUD,2011-08-30,60605,13036,33659,86705,120394
AUD,2011-09-06,62247,14206,35525,93889,131598
AUD,2011-09-13,50014,13080,47077,89512,125386
AUD,2011-09-20,39049,15954,16984,43688,78616
AUD,2011-09-27,29422,24255,35675,37453,82580
AUD,2011-10-04,35937,23026,49285,51991,100016
AUD,2011-10-11,37196,26443,67682,67203,118182
AUD,2011-10-18,41395,21042,64270,77567,121691
AUD,2011-10-25,45831,22760,62659,79953,126816
AUD,2011-11-01,56797,30931,60616,87073,139057
AUD,2011-11-08,64485,37469,56781,87876,147684
AUD,2011-11-15,57352,33022,58059,85397,136465
AUD,2011-11-22,43450,25490,63506,83333,128192
AUD,2011-11-29,34307,21765,72823,80564,124760
AUD,2011-12-06,53653,23829,68285,99239,142807
AUD,2011-12-13,60132,25703,70313,106719,153296
AUD,2011-12-20,52047,26305,32830,59702,104817
AUD,2011-12-27,60302,27665,29967,65001,111210
AUD,2012-01-03,70268,23731,24729,73890,117247
AUD,2012-01-10,78721,25195,20526,80649,125914
AUD,2012-01-17,83346,29040,23025,87121,135321
AUD,2012-01-24,90943,21457,17892,98364,139724
AUD,2012-01-31,97471,19427,21327,109504,150115
AUD,2012-02-07,94332,19237,18962,108736,148879
AUD,2012-02-14,93866,20125,21447,108889,151885
AUD,2012-02-21,92233,17533,20354,107822,149840
AUD,2012-02-28,103665,25464,20156,113145,161219
AUD,2012-03-06,96358,34638,31532,103390,164007
AUD,2012-03-13,98469,31713,53899,131001,200719
AUD,2012-03-20,97025,51834,33030,88470,160387
AUD,2012-03-27,91615,32041,27485,95723,147373
AUD,2012-04-03,85990,36671,37090,94011,151825
AUD,2012-04-10,79806,40377,46393,91475,154070
AUD,2012-04-17,83830,35409,36524,94156,148796
AUD,2012-04-24,80597,34556,40760,90888,146739
AUD,2012-05-01,88649,36369,29309,92087,147749
AUD,2012-05-08,72145,47041,58045,80412,152108
AUD,2012-05-15,51066,46332,73951,72336,144001
AUD,2012-05-22,29999,46897,90838,65667,139963
AUD,2012-05-29,14788,50315,112809,62740,142616
AUD,2012-06-05,12579,63751,132503,66629,158833
AUD,2012-06-12,21189,66648,147022,86990,195475
AUD,2012-06-19,41121,44579,74126,61099,130234
AUD,2012-06-26,40023,42182,64507,58937,122384
AUD,2012-07-03,50125,40777,58014,62192,125706
AUD,2012-07-10,54718,35653,48365,61709,121235
AUD,2012-07-17,50981,37050,50901,61841,122934
AUD,2012-07-24,66740,40297,41986,68179,131295
AUD,2012-07-31,79895,42660,36723,80453,144498
AUD,2012-08-07,94635,41741,36362,98566,162436
AUD,2012-08-14,109875,43196,34273,111003,176287
AUD,2012-08-21,127500,40618,34598,133528,195293
AUD,2012-08-28,124137,46065,35887,124144,190631
AUD,2012-09-04,111869,49430,48115,116561,189241
AUD,2012-09-11,107537,39278,76057,150826,218910
AUD,2012-09-18,117009,47763,24935,106185,174458
AUD,2012-09-25,119144,29582,24563,127147,178886
AUD,2012-10-02,98600,34857,31880,107076,162699
AUD,2012-10-09,78524,38710,55002,99021,162802
AUD,2012-10-16,77802,39358,56422,99112,162167
AUD,2012-10-23,83602,37951,57541,107131,168663
AUD,2012-10-30,91030,38940,50708,113151,174957
AUD,2012-11-06,98037,37720,42622,118735,178421
AUD,2012-11-13,105833,37687,42286,120280,183439
AUD,2012-11-20,104617,39906,41848,117417,180364
AUD,2012-11-27,122186,45380,35680,126860,196520
AUD,2012-12-04,136218,43989,36331,142205,212072
AUD,2012-12-11,139540,36164,45906,164116,229394
AUD,2012-12-18,144966,47470,17900,136599,204312
AUD,2012-12-24,116141,40708,19778,114212,173118
AUD,2012-12-31,117354,37832,19960,113165,170157
AUD,2013-01-08,122343,42028,22532,121549,184083
AUD,2013-01-15,137090,48033,21884,136456,203425
AUD,2013-01-22,143776,46765,21291,141610,208776
AUD,2013-01-29,124520,39224,23524,126124,183507
AUD,2013-02-05,122609,41669,23026,120494,180781
AUD,2013-02-12,99758,45644,36069,94218,163745
AUD,2013-02-19,87921,43940,42837,90314,159346
AUD,2013-02-26,79140,53445,56173,75351,157363
AUD,2013-03-05,61315,54166,72129,74303,157595
AUD,2013-03-12,77746,54480,76542,99853,183095
AUD,2013-03-19,100998,46943,25584,89594,158807
AUD,2013-03-26,141086,55571,25847,123606,202150
AUD,2013-04-02,135540,51569,24755,121634,197264
AUD,2013-04-09,117540,39661,29723,122755,186911
AUD,2013-04-16,98834,45659,38235,100187,169445
AUD,2013-04-23,82715,51458,50852,80562,161752
AUD,2013-04-30,81303,51069,48629,82312,158954
AUD,2013-05-07,61501,54871,66399,71760,157170
AUD,2013-05-14,61654,75104,104366,75058,190884
AUD,2013-05-21,50036,82445,132194,75077,205301
AUD,2013-05-28,42213,84520,143864,76670,209027
AUD,2013-06-04,32853,91403,158435,72242,212222
AUD,2013-06-11,24482,87759,186973,98769,240067
AUD,2013-06-18,28769,92290,136873,45973,180895
AUD,2013-06-25,21403,83047,136052,46924,174012
AUD,2013-07-02,21521,92036,143118,48410,182925
AUD,2013-07-09,20955,84210,140827,51477,178595
AUD,2013-07-16,19222,89908,149150,54708,186264
AUD,2013-07-23,17344,81326,148171,66995,185349
AUD,2013-07-30,19527,92100,159310,65429,198272
AUD,2013-08-06,16566,93345,167002,64766,201885
AUD,2013-08-13,12625,75346,154583,71806,184822
AUD,2013-08-20,13676,76859,154651,72102,184178
AUD,2013-08-27,14662,85779,155509,65258,186664
AUD,2013-09-03,13655,85161,156076,67702,189334
AUD,2013-09-10,8464,68496,144695,69955,183606
AUD,2013-09-17,29805,57165,82504,43563,129806
AUD,2013-09-24,20049,54868,87537,45396,126462
AUD,2013-10-01,14928,43732,77577,44014,113676
AUD,2013-10-08,17221,43625,79356,46187,117075
AUD,2013-10-15,17656,49893,83389,47141,124276
AUD,2013-10-22,22882,44993,77484,53324,125592
AUD,2013-10-29,25041,48239,76692,55730,129053
AUD,2013-11-05,22357,47424,82474,54547,129497
AUD,2013-11-12,20484,56293,95507,52230,137241
AUD,2013-11-19,17585,53347,97955,53477,136699
AUD,2013-11-26,17197,50708,74587,29744,111673
AUD,2013-12-03,20197,64508,83514,22978,121078
AUD,2013-12-10,19134,64984,87997,24318,126620
AUD,2013-12-17,13752,65405,80950,14183,113118
AUD,2013-12-24,14857,69096,86022,13901,117884
AUD,2013-12-31,14430,71844,87910,13836,120071
AUD,2014-01-07,14213,71065,88807,15605,122121
AUD,2014-01-14,10376,62364,81673,15682,112341
AUD,2014-01-21,15645,80299,103859,16090,137503
AUD,2014-01-28,13997,79720,105951,17466,136426
AUD,2014-02-04,11696,67219,96114,20634,125394
AUD,2014-02-11,10202,57605,82610,17864,110523
AUD,2014-02-18,9439,53837,75006,15831,103049
AUD,2014-02-25,10299,49290,70170,15302,98643
AUD,2014-03-04,12262,53370,75194,18834,105792
AUD,2014-03-11,8627,49477,78468,23125,122241
AUD,2014-03-18,21577,46040,38976,8343,81737
AUD,2014-03-25,24387,44914,37246,11211,84232
AUD,2014-04-01,35398,40278,33879,27761,93999
AUD,2014-04-08,37630,34320,32547,34651,96887
AUD,2014-04-15,40463,32366,31472,38399,98933
AUD,2014-04-22,49540,33170,29077,49057,107696
AUD,2014-04-29,50019,39313,32067,45391,109934
AUD,2014-05-06,44805,36168,31455,44038,104936
AUD,2014-05-13,50147,33020,29362,49780,107302
AUD,2014-05-20,50130,30668,30015,49714,107613
AUD,2014-05-27,52071,36223,30206,46843,109139
AUD,2014-06-03,56811,35284,28982,51238,110911
AUD,2014-06-10,62141,33894,30183,64362,128984
AUD,2014-06-17,61078,34049,5813,42821,99400
AUD,2014-06-24,65612,32149,4093,46032,101998
AUD,2014-07-01,76598,37719,5394,54499,114918
AUD,2014-07-08,66705,30102,5583,48218,101860
AUD,2014-07-15,70881,31138,5880,49630,105209
AUD,2014-07-22,72170,33377,6628,53708,109341
AUD,2014-07-29,69348,29742,8752,54732,106836
AUD,2014-08-05,60860,27560,12264,47016,98196
AUD,2014-08-12,54691,25145,15869,45316,94030
AUD,2014-08-19,65747,29173,10373,49554,103432
AUD,2014-08-26,71658,29720,10080,54684,107819
AUD,2014-09-02,77050,28003,11239,62297,114146
AUD,2014-09-09,73321,32092,28598,70600,126831
AUD,2014-09-16,55588,33448,23154,34741,97839
AUD,2014-09-23,47187,38840,37349,36787,105756
AUD,2014-09-30,43193,45210,55299,38251,118488
AUD,2014-10-07,31601,58087,79551,34444,129561
AUD,2014-10-14,14367,44638,82846,35626,115941
AUD,2014-10-21,13951,45460,83989,35215,115985
AUD,2014-10-28,17446,51297,83133,37105,120071
AUD,2014-11-04,14595,52863,89948,34288,123342
AUD,2014-11-11,12896,50923,93580,34902,123726
AUD,2014-11-18,9522,47124,90530,35291,117859
AUD,2014-11-25,12050,56138,95111,35965,127008
AUD,2014-12-02,13565,54675,99125,40356,133675
AUD,2014-12-09,17378,62391,119036,53756,159287
AUD,2014-12-16,26786,61039,75012,18777,116787
AUD,2014-12-23,26180,65416,77548,16227,118773
AUD,2014-12-30,24646,65343,79561,16391,120316
AUD,2015-01-06,16981,65633,88621,16452,122205
AUD,2015-01-13,14778,60143,86541,17697,119819
AUD,2015-01-20,9828,56408,85490,15042,110904
AUD,2015-01-27,16079,65022,95365,16824,125620
AUD,2015-02-03,15969,72128,103126,17340,133075
AUD,2015-02-10,12517,65699,98421,15694,125359
AUD,2015-02-17,17230,71061,98952,16458,131722
AUD,2015-02-24,15597,78751,109289,17810,139805
AUD,2015-03-03,13652,75197,103821,18659,136841
AUD,2015-03-10,15137,91988,130799,23082,196534
AUD,2015-03-17,63046,91853,75365,19252,152746
AUD,2015-03-24,52079,80447,68957,18636,135693
AUD,2015-03-31,55814,80170,66179,20286,138260
AUD,2015-04-07,55928,96209,89081,21243,159532
AUD,2015-04-14,55077,97510,92927,21531,161971
AUD,2015-04-21,55570,90233,83040,23795,153363
AUD,2015-04-28,53753,81158,67196,22618,140298
AUD,2015-05-05,59033,58407,57213,44377,137001
AUD,2015-05-12,59435,54948,58529,48204,136249
AUD,2015-05-19,65130,57807,57688,53630,142589
AUD,2015-05-26,65245,58823,62234,50336,144495
AUD,2015-06-02,63386,76642,76618,43107,156474
AUD,2015-06-09,65195,79222,75985,41975,165681
AUD,2015-06-16,65421,69469,39468,19755,119362
AUD,2015-06-23,56099,65151,44097,19622,116184
AUD,2015-06-30,54909,66940,48384,19641,118443
AUD,2015-07-07,55071,77268,64045,16480,135648
AUD,2015-07-14,54936,88477,78477,18376,148406
AUD,2015-07-21,52330,93180,93305,22394,159796
AUD,2015-07-28,46555,97214,104328,22358,165974
AUD,2015-08-04,49401,98813,104143,22692,168404
AUD,2015-08-11,48017,99287,101106,22371,164751
AUD,2015-08-18,47544,97427,99128,22350,161344
AUD,2015-08-25,47275,111002,113985,24746,174378
AUD,2015-09-01,50928,106660,108502,25707,173947
AUD,2015-09-08,50072,103388,117383,32699,190761
AUD,2015-09-15,59117,99846,84540,18072,156879
AUD,2015-09-22,42666,95498,89836,13865,147279
AUD,2015-09-29,44560,93425,83537,13958,142869
AUD,2015-10-06,41592,82431,83503,20718,139935
AUD,2015-10-13,42266,75971,82260,34533,142024
AUD,2015-10-20,43295,81707,80919,30283,140367
AUD,2015-10-27,44835,81187,80227,31082,141008
AUD,2015-11-03,49856,88481,84261,24766,145861
AUD,2015-11-10,45893,98723,95178,14992,153590
AUD,2015-11-17,44933,111397,103191,14327,162083
AUD,2015-11-24,46037,103182,90627,15600,152585
AUD,2015-12-01,48063,94711,86462,26968,154800
AUD,2015-12-08,47696,81275,88170,44052,162139
AUD,2015-12-15,61956,72408,31733,10352,110538
AUD,2015-12-22,49122,69976,43043,9475,106301
AUD,2015-12-29,44766,62311,37489,9384,98174
AUD,2016-01-05,46047,59808,35972,9916,99001
AUD,2016-01-12,48528,71571,57436,10835,121590
AUD,2016-01-19,45471,81738,72319,12417,132814
AUD,2016-01-26,46281,79079,62404,11530,125451
AUD,2016-02-02,51397,77565,53282,11652,122056
AUD,2016-02-09,64020,69646,31378,16899,113354
AUD,2016-02-16,66740,63933,26421,21113,111447
AUD,2016-02-23,72523,62948,25907,30500,119526
AUD,2016-03-01,76480,59619,26825,37442,122911
AUD,2016-03-08,86141,56946,25233,58592,141845
AUD,2016-03-15,61544,48762,7917,30785,99992
AUD,2016-03-22,67931,49901,10603,42084,111677
AUD,2016-03-29,77076,53610,10620,46385,119665
AUD,2016-04-05,78234,51389,11143,48378,121060
AUD,2016-04-12,90768,55646,11242,56356,132621
AUD,2016-04-19,97472,53366,12161,65712,142922
AUD,2016-04-26,109932,50392,13416,81886,155703
AUD,2016-05-03,99024,46629,14397,72974,142695
AUD,2016-05-10,82774,44616,16516,59234,126768
AUD,2016-05-17,71793,46900,15864,41952,114119
AUD,2016-05-24,51712,51588,36381,36986,114633
AUD,2016-05-31,44560,49318,44974,36356,114647
AUD,2016-06-07,35406,51214,53952,34470,119376
AUD,2016-06-14,39512,46290,15871,6253,79135
AUD,2016-06-21,38611,45654,16500,10357,78925
AUD,2016-06-28,32556,34508,13173,15088,70276
AUD,2016-07-05,33794,28891,12741,21702,72989
AUD,2016-07-12,45938,29722,12635,36784,89743
AUD,2016-07-19,61642,28211,12042,46274,99518
AUD,2016-07-26,57083,25573,11171,44998,95520
AUD,2016-08-02,58269,26906,10162,46366,99112
AUD,2016-08-09,59586,24702,10178,52574,102059
AUD,2016-08-16,68945,27832,9177,60033,112135
AUD,2016-08-23,71011,28254,10509,60498,114452
AUD,2016-08-30,70432,27866,9540,56601,110040
AUD,2016-09-06,66211,27252,9551,53119,108852
AUD,2016-09-13,63134,26667,17950,55832,112367
AUD,2016-09-20,48543,41695,13293,22527,86614
AUD,2016-09-27,62892,47884,8205,26374,98351
AUD,2016-10-04,73545,49607,8085,36206,110028
AUD,2016-10-11,73395,47291,9760,42144,112028
AUD,2016-10-18,80526,50546,10866,48481,122436
AUD,2016-10-25,83153,51230,10276,50447,124584
AUD,2016-11-01,85541,44674,8723,55432,125387
AUD,2016-11-08,92503,51395,11276,61026,137560
AUD,2016-11-15,77814,36296,8814,54377,113124
AUD,2016-11-22,63488,32783,12131,39400,100989
AUD,2016-11-29,54791,33834,13591,30888,92699
AUD,2016-12-06,48274,27403,12291,32094,84900
AUD,2016-12-13,40290,26817,19670,35495,87770
AUD,2016-12-20,38321,34380,16673,13912,76916
AUD,2016-12-27,44076,45586,28548,19310,94451
AUD,2017-01-03,47948,51204,35945,21753,104009
AUD,2017-01-10,40782,44630,37011,20968,96885
AUD,2017-01-17,42401,37556,24813,21441,87631
AUD,2017-01-24,54552,44258,15346,24539,94379
AUD,2017-01-31,59187,47131,14533,30063,101420
AUD,2017-02-07,66545,49797,17178,42613,114105
AUD,2017-02-14,79313,55095,16536,49043,127869
AUD,2017-02-21,88768,55246,16605,58241,137436
AUD,2017-02-28,95696,43781,14049,72110,141914
AUD,2017-03-07,85221,34243,28980,84354,153365
AUD,2017-03-14,73553,30288,11853,57341,114008
AUD,2017-03-21,85397,40442,12908,68591,134004
AUD,2017-03-28,90838,37700,12750,70972,134422
AUD,2017-04-04,90215,40622,17082,72342,137172
AUD,2017-04-11,76747,31596,16850,65296,123144
AUD,2017-04-18,70392,27130,15228,61661,114453
AUD,2017-04-25,64684,21982,18109,59978,108559
AUD,2017-05-02,64169,21494,17149,57787,107876
AUD,2017-05-09,56471,30687,38654,54711,120039
AUD,2017-05-16,52244,45900,63428,54442,138755
AUD,2017-05-23,42892,40257,64102,55587,128250
AUD,2017-05-30,43148,40081,63520,56238,129388
AUD,2017-06-06,39101,39215,68531,60312,133572
AUD,2017-06-13,33134,34645,65992,59467,134959
AUD,2017-06-20,42272,27239,12348,26545,81975
AUD,2017-06-27,48906,29157,12980,33431,89953
AUD,2017-07-03,57544,25130,12063,50973,100735
AUD,2017-07-11,55950,19144,11922,53888,98130
AUD,2017-07-18,69075,17719,11175,73624,117718
AUD,2017-07-25,80799,24425,11844,83053,132765
AUD,2017-08-01,85280,24567,13319,92907,139228
AUD,2017-08-08,92077,34067,16430,91905,149911
AUD,2017-08-15,93318,33706,17160,94625,149809
AUD,2017-08-22,91558,31074,19484,95356,149592
AUD,2017-08-29,100962,34435,20088,101502,159477
AUD,2017-09-05,103353,38449,22559,105748,168171
AUD,2017-09-12,101713,38680,31939,115192,187355
AUD,2017-09-19,102990,30478,18702,105724,158733
AUD,2017-09-26,103507,26313,14921,104186,154112
AUD,2017-10-03,98499,26687,14774,96957,147098
AUD,2017-10-10,93702,24520,12358,91755,140854
AUD,2017-10-17,85763,23963,11903,86204,134145
AUD,2017-10-24,85819,28569,13359,82097,134558
AUD,2017-10-31,85422,33814,18420,70863,131999
AUD,2017-11-07,75144,29707,21027,67161,125196
AUD,2017-11-14,73155,29123,23527,68430,126097
AUD,2017-11-21,78134,38317,27595,64409,132975
AUD,2017-11-28,78202,39320,29788,64787,134805
AUD,2017-12-05,83634,43306,29503,62576,139427
AUD,2017-12-12,93384,52664,37288,65974,157029
AUD,2017-12-19,38012,50672,46343,26026,105270
AUD,2017-12-26,38210,51849,46400,31394,110525
AUD,2018-01-02,45175,65201,46978,31445,123176
AUD,2018-01-09,52347,46889,37398,50367,123463
AUD,2018-01-16,50348,40274,41865,58561,123922
AUD,2018-01-23,63551,46872,40162,68262,141176
AUD,2018-01-30,63496,50345,38325,62688,140204
AUD,2018-02-06,68273,54525,34538,60302,139810
AUD,2018-02-13,49208,40127,32965,48963,113967
AUD,2018-02-20,47170,35295,32814,50246,111159
AUD,2018-02-27,47255,37681,32477,45598,111306
AUD,2018-03-06,47469,44334,28372,33366,106051
AUD,2018-03-13,38366,39145,34070,37221,106473
AUD,2018-03-20,53750,35825,18312,32262,97255
AUD,2018-03-27,51072,42998,29055,32096,104797
AUD,2018-04-03,46152,46227,36814,31908,108830
AUD,2018-04-10,38793,41589,40843,32907,104209
AUD,2018-04-17,29832,39987,41794,32133,99720
AUD,2018-04-24,49580,52976,49598,34595,122645
AUD,2018-05-01,63321,68993,56868,35939,145711
AUD,2018-05-08,62751,79517,71721,38213,160224
AUD,2018-05-15,72514,95620,79458,35162,173515
AUD,2018-05-22,56063,77175,73776,30864,150320
AUD,2018-05-29,58656,81891,73856,32534,155973
AUD,2018-06-05,51719,71927,70654,34052,143872
AUD,2018-06-12,45318,60553,65457,36391,137724
AUD,2018-06-19,32212,75311,81295,20747,135854
AUD,2018-06-26,33105,74083,83884,21126,137795
AUD,2018-07-03,35061,74291,85361,22815,141049
AUD,2018-07-10,30112,71085,85184,22304,135171
AUD,2018-07-17,28530,69055,84062,22798,132268
AUD,2018-07-24,22676,68162,91104,26089,133557
AUD,2018-07-31,21642,73118,95089,23942,137325
AUD,2018-08-07,21364,75904,99840,23223,141237
AUD,2018-08-14,25649,77432,101102,25328,149238
AUD,2018-08-21,25528,75735,100385,24192,145299
AUD,2018-08-28,24792,69425,95798,29591,141344
AUD,2018-09-04,31772,75803,102691,34877,156234
AUD,2018-09-11,48230,92542,101451,34606,176761
AUD,2018-09-18,26231,94234,115478,21693,162860
AUD,2018-09-25,21888,93949,114724,21213,158761
AUD,2018-10-02,20470,92188,112337,22090,154671
AUD,2018-10-09,25596,98880,118989,25120,170758
AUD,2018-10-16,19849,91340,114572,21667,155988
AUD,2018-10-23,20207,90575,112791,22859,157539
AUD,2018-10-30,22379,92791,118814,25412,164840
AUD,2018-11-06,20825,87270,107738,23914,150565
AUD,2018-11-13,18800,78580,102833,26861,146295
AUD,2018-11-20,15968,75148,100111,30275,141872
AUD,2018-11-27,12168,66071,100080,32098,136796
AUD,2018-12-04,16743,67498,104601,43770,148755
AUD,2018-12-11,14520,60051,101796,46175,148414
AUD,2018-12-18,17970,53039,70380,22177,112262
AUD,2018-12-24,22653,53914,68742,25759,117693
AUD,2018-12-31,27919,54210,69453,26535,122428
AUD,2019-01-08,22345,60120,81875,26573,127476
AUD,2019-01-15,21029,58998,81689,28771,125344
AUD,2019-01-22,17580,53643,79775,30002,120516
AUD,2019-01-29,21112,53224,78875,33327,121855
AUD,2019-02-05,18997,54614,74270,32277,120590
AUD,2019-02-12,18677,53172,83336,36107,127343
AUD,2019-02-19,17626,54694,84466,34301,129223
AUD,2019-02-26,18802,54545,87345,36941,130502
AUD,2019-03-05,22597,63338,93097,37291,141773
AUD,2019-03-12,25440,69139,106757,47379,163073
AUD,2019-03-19,20513,72415,92717,27589,142382
AUD,2019-03-26,22879,76549,94623,24403,141322
AUD,2019-04-02,26551,82294,95264,25653,149828
AUD,2019-04-09,28481,82897,93894,25128,146576
AUD,2019-04-16,29791,76671,88873,26403,140674
AUD,2019-04-23,28754,79203,89802,21781,142394
AUD,2019-04-30,30520,89525,104455,25158,159857
AUD,2019-05-07,32291,89340,102979,26196,162579
AUD,2019-05-14,29130,93176,104319,27412,165582
AUD,2019-05-21,39757,105868,109635,30466,183247
AUD,2019-05-28,38653,105046,110339,29753,179990
AUD,2019-06-04,36304,99595,104571,26179,170251
AUD,2019-06-11,32447,95673,128190,53894,198112
AUD,2019-06-18,43352,108215,103974,24195,178401
AUD,2019-06-25,30526,96846,104222,26423,164741
AUD,2019-07-02,34840,93575,98007,29627,162186
AUD,2019-07-09,31850,85857,96527,31911,158794
AUD,2019-07-16,31843,84419,97244,37725,157734
AUD,2019-07-23,29500,77480,90564,37275,150525
AUD,2019-07-30,35450,88892,94555,34339,162988
AUD,2019-08-06,42314,97825,101373,37743,178023
AUD,2019-08-13,36304,99216,107151,33598,175597
AUD,2019-08-20,32358,95139,106719,32822,169175
AUD,2019-08-27,31850,92882,102382,29039,165752
AUD,2019-09-03,34089,93407,107251,39293,174021
AUD,2019-09-10,36994,90008,106088,45529,182355
AUD,2019-09-17,34566,74648,76139,27646,138052
AUD,2019-09-24,46244,93399,85567,29798,160872
AUD,2019-10-01,46909,99211,92776,31137,171940
AUD,2019-10-08,43328,90272,93277,37433,168839
AUD,2019-10-15,42162,89767,90704,35866,163884
